userID,firstName,middleName,lastName,email,password,type,points
11417003,Vinay,,Khandelwal,11417003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
21406001,Alka,Noor,Mehmoud,21406001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
11418001,Alka,,Khan,11418001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
11418002,Alka,,Mirza,11418002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
21415001,Alka,,Banu,21415001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
21410001,Alka,,Maryam,21410001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
12116001,Alka,,Kashouggi,12116001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12116002,Alka,,Siddiqi,12116002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12116003,Talat,,Siddiqi,12116003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12116004,Abid,,Siddiqi,12116004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12116005,Amir,,Siddiqi,12116005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12116006,Emir,,Siddiqi,12116006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12117001,Ameer,,Siddiqi,12117001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12117002,Oshman,,Siddiqi,12117002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12117003,Alhabibi,,Siddiqi,12117003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12117004,Mullah,,Siddiqi,12117004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12117005,Benkaloua,Onis,Siddiqi,12117005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12118001,Manas,,Siddiqi,12118001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119001,Madaan,,Mitra,12119001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119002,Madan,,Mitra,12119002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12118002,Madan,,Siddiqi,12118002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119003,Madan,,Moitra,12119003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119004,Madan,,Meitra,12119004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119005,Moodan,,Maitra,12119005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119006,Madan,,Meiitra,12119006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12119007,Maidan,,Meeitra,12119007@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12120002,Sissir,,Mitraa,12120002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
22100001,Sissy,,Sharma,22100001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
12120001,Madan,,Mitraa,12120001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
22100002,Sissy,,Mittal,22100002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22100003,Laxmi,Narayan,Mittal,22100003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22117001,Ramanujan,,,22117001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22114001,Laxmi,,Mittal,22114001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23100001,Pawan,,Singh,23100001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23100002,Monalisa,,,23100002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23101001,Akshara,,Singh,23101001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23108001,Amarpalli,,Dubey,23108001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
13116001,Amarpalli,,Singh,13116001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13116002,Amarpalli,,Sharma,13116002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13116003,Amarpalli,,Verma,13116003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
11317001,Amarpalli,,Dakshan,11317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13117002,Amarpalli,,Khan,13117002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13117003,Nirhauua,,Khan,13117003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13117004,Nirhauua,,Asif,13117004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13117005,Nirhauua,,Numan,13117005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13117006,Nirhauua,,Shekh,13117006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13118001,Nirhauua,,Saugard,13118001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13118002,Nirhauua,,Alam,13118002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13118003,Nirhauua,,Olom,13118003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13118004,Binoy,,Olom,13118004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13119001,Mohammad,Nouman,Olom,13119001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13119002,Mohammad,Rahat,Khan,13119002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13217002,Mohammad,,Sheikh,13217002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13217001,Mohammad,Nouman,Alam,13217001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13217003,Mohammad,,Aftab,13217003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13217004,Mohammad,,Asghar,13217004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13218001,Mohammad,,Hakim,13218001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13218002,Mohammad,,Noor,13218002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13218003,Mohammad,,Neem,13218003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13219001,Mohammad,,Hakka,13219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13219002,Mohammad,,Ashiv,13219002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
23210001,Mohammad,,Amla,23210001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23211001,Nirhauua,,Amla,23211001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23220001,Hashim,,Amla,23220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
13316001,Hashim,,Pradhan,13316001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13316002,Hashim,Zenith,Jones,13316002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13316003,Hashawr,,Jacob,13316003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13316004,Hashawr,,Garg,13316004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317001,Hashawr,,Jacobs,13317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317002,Hashawr,,Jon,13317002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317003,Hashawr,,Narang,13317003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317004,Hashim,,Zaranj,13317004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317005,Hashim,,Tyagi,13317005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13317006,Hashim,,Ghose,13317006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13318002,Hashim,,Singh,13318002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13318003,Hashim,,Pillai,13318003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13318001,Hashim,,Mondal,13318001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13319001,Hashim,,Chowdhury,13319001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13319002,Shilpa,,Pradhan,13319002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13319003,Shilpa,,Jones,13319003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13319004,Shilpa,,Jacob,13319004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13319005,Shilpa,,Garg,13319005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13320001,Shilpa,,Jacobs,13320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13320002,Shilpa,,Jon,13320002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13320003,Shilpi,,Narang,13320003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13320004,Shilpi,,Zaranj,13320004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
23300001,Shilpi,,Ghose,23300001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23320001,Shilpi,,Tyagi,23320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23300002,Shilpi,,Mondal,23300002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
13416001,Irfan,,Shukla,13416001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13416002,Gajendra,,Shukla,13416002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
23307001,Shilpi,,Singh,23307001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
13416003,Vikas,,Shukla,13416003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13417001,Sheetal,,Shukla,13417001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13416004,Pramod,,Shukla,13416004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13417002,Soham,,Shukla,13417002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13417003,Mohammed,,Arbaaz,13417003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13417004,Zorawar,,Kaashif,13417004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13417005,Pritam,,Shukla,13417005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13418001,Payel,,Shukla,13418001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13418002,Ketan,,Shukla,13418002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
13418003,Shreya,,Shukla,13418003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
23411001,Shantilal,,Shukla,23411001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23415001,Mousumi,,Shukla,23415001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
23419001,Jhulan,,Shukla,23419001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
12216001,Piu,Priya,Shukla,12216001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12216002,Meryl,,Shukla,12216002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12216003,Stephen,,Shukla,12216003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12216004,Pulkit,,Shukla,12216004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12216005,Karl,,Shukla,12216005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12217001,Theodore,,Shukla,12217001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12217003,Gagan,,Shukla,12217003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
