_id,userID,firstName,middleName,lastName,email,password,type,__v
ObjectId(5f9f167a25ecc48b1f7ef161),12116004,Abid,,Siddiqi,12116004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef162),12116005,Amir,,Siddiqi,12116005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef163),12116006,Emir,,Siddiqi,12116006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef164),12117001,Ameer,,Siddiqi,12117001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef165),12117002,Oshman,,Siddiqi,12117002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef166),12117003,Alhabibi,,Siddiqi,12117003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef167),12117004,Mullah,,Siddiqi,12117004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef168),12117005,Benkaloua,Onis,Siddiqi,12117005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef169),12118001,Manas,,Siddiqi,12118001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16a),12119001,Madaan,,Mitra,12119001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16b),12119002,Madan,,Mitra,12119002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16c),12118002,Madan,,Siddiqi,12118002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16d),12119003,Madan,,Moitra,12119003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16e),12119004,Madan,,Meitra,12119004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef16f),12119005,Moodan,,Maitra,12119005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef170),12119006,Madan,,Meiitra,12119006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef171),12119007,Maidan,,Meeitra,12119007@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef172),12120002,Sissir,,Mitraa,12120002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef173),22100001,Sissy,,Sharma,22100001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef174),12120001,Madan,,Mitraa,12120001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef175),22100002,Sissy,,Mittal,22100002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef176),22100003,Laxmi,Narayan,Mittal,22100003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef177),22117001,Ramanujan,,,22117001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef178),22114001,Laxmi,,Mittal,22114001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef179),23100001,Pawan,,Singh,23100001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef17a),23100002,Monalisa,,,23100002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef17b),23101001,Akshara,,Singh,23101001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef17c),23108001,Amarpalli,,Dubey,23108001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef17d),13116001,Amarpalli,,Singh,13116001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef17e),13116002,Amarpalli,,Sharma,13116002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef17f),13116003,Amarpalli,,Verma,13116003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef180),11317001,Amarpalli,,Dakshan,11317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef181),13117002,Amarpalli,,Khan,13117002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef182),13117003,Nirhauua,,Khan,13117003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef183),13117004,Nirhauua,,Asif,13117004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef184),13117005,Nirhauua,,Numan,13117005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef185),13117006,Nirhauua,,Shekh,13117006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef186),13118001,Nirhauua,,Saugard,13118001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef187),13118002,Nirhauua,,Alam,13118002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef188),13118003,Nirhauua,,Olom,13118003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef189),13118004,Binoy,,Olom,13118004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18a),13119001,Mohammad,Nouman,Olom,13119001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18b),13119002,Mohammad,Rahat,Khan,13119002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18c),13217002,Mohammad,,Sheikh,13217002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18d),13217001,Mohammad,Nouman,Alam,13217001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18e),13217003,Mohammad,,Aftab,13217003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef18f),13217004,Mohammad,,Asghar,13217004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef190),13218001,Mohammad,,Hakim,13218001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef191),13218002,Mohammad,,Noor,13218002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef192),13218003,Mohammad,,Neem,13218003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef193),13219001,Mohammad,,Hakka,13219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef194),13219002,Mohammad,,Ashiv,13219002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef195),23210001,Mohammad,,Amla,23210001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef196),23211001,Nirhauua,,Amla,23211001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef197),23220001,Hashim,,Amla,23220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef198),13316001,Hashim,,Pradhan,13316001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef199),13316002,Hashim,Zenith,Jones,13316002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19a),13316003,Hashawr,,Jacob,13316003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19b),13316004,Hashawr,,Garg,13316004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19c),13317001,Hashawr,,Jacobs,13317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19d),13317002,Hashawr,,Jon,13317002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19e),13317003,Hashawr,,Narang,13317003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef19f),13317004,Hashim,,Zaranj,13317004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a0),13317005,Hashim,,Tyagi,13317005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a1),13317006,Hashim,,Ghose,13317006@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a2),13318002,Hashim,,Singh,13318002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a3),13318003,Hashim,,Pillai,13318003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a4),13318001,Hashim,,Mondal,13318001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
